signal_id,signal_ts,dte_bucket,underlying,strategy_type,contract_details,dte_actual,scanner_version,export_git_sha,signal_source,conviction_status,composite_score,predicted_pop,predicted_pop_source,weights_sum,spot_price,option_bid,option_ask,option_mark,option_mid,spread_pct,cost_drag_ratio,iv,iv_rank_252d,implied_move_to_expiry,realized_vol_20d,vrp,term_slope,volume,open_interest,earnings_days_away,time_of_day_bucket,entry_price_basis,entry_price,slippage_model,profit_definition,exit_rule,outcome,exit_ts,exit_price_basis,exit_price,exit_reason,pnl_usd_net,pnl_usd_gross,costs_usd,pnl_pct,r_multiple,mfe,mae,hold_minutes,elapsed_days,outcome_source,session_segment_score,gex_proxy,pnl_at_1tick_worse,theta_at_entry,vega_at_entry,component_1_name,component_1_raw,component_1_weight,component_1_direction,component_2_name,component_2_raw,component_2_weight,component_2_direction,component_3_name,component_3_raw,component_3_weight,component_3_direction,component_4_name,component_4_raw,component_4_weight,component_4_direction,component_5_name,component_5_raw,component_5_weight,component_5_direction,component_6_name,component_6_raw,component_6_weight,component_6_direction,component_7_name,component_7_raw,component_7_weight,component_7_direction,component_8_name,component_8_raw,component_8_weight,component_8_direction,execution_mode,actual_fill_price,backtest_expected_pnl
live:rh23bdb430e9,2026-07-28T09:44:10.364000-04:00,1-5DTE,NVDA,bear_put_spread,S1x182.5P@2026-07-29 / B1x192.5P@2026-07-29,1,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,open,actual_fill,1.89,none_real_fill,realized_close,discretionary human close,loss,2026-07-28T11:43:42.653000-04:00,actual_fill,NA_no_data,NA_no_data,-132.0,NA_no_data,NA_no_data,-0.6984,-0.6984,NA_not_implemented,NA_not_implemented,120,0,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,1.89,NA_not_implemented
live:rh9b95a8a5c7,2026-07-27T11:48:56.953000-04:00,1-5DTE,TSLA,bear_put_spread,S1x285P@2026-07-31 / B1x300P@2026-07-31,4,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,3.06,none_real_fill,realized_close,discretionary human close,loss,2026-07-28T11:49:14.975000-04:00,actual_fill,NA_no_data,NA_no_data,-69.0,NA_no_data,NA_no_data,-0.2255,-0.2255,NA_not_implemented,NA_not_implemented,1440,1,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,3.06,NA_not_implemented
live:rha1f4edd028,2026-07-27T11:36:19.766000-04:00,LONG,MARA,long_put,B1x10P@2026-08-21,25,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,0.52,none_real_fill,realized_close,discretionary human close,win,2026-07-28T11:45:23.220000-04:00,actual_fill,NA_no_data,NA_no_data,4.0,NA_no_data,NA_no_data,0.0385,0.0385,NA_not_implemented,NA_not_implemented,1449,1,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,0.52,NA_not_implemented
live:rhb7741f60d6,2026-07-27T11:20:30.875000-04:00,0DTE,NVDA,long_put,B1x192.5P@2026-07-27,0,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,0.13,none_real_fill,managed_exit_first_trigger,"target +50% of debit OR stop -50% of debit OR time stop at 7 DTE, whichever first; stop checked BEFORE target",loss,2026-07-28T22:57:39.765898-04:00,actual_fill,NA_no_data,expiry,-76.5,-65.0,11.5,-1.1769,-1.1769,NA_not_implemented,NA_not_implemented,2137,0,managed_policy,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,0.13,NA_not_implemented
live:rhb7e98b82bc,2026-07-27T10:27:48.389000-04:00,0DTE,NVDA,long_put,B1x197.5P@2026-07-27,0,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,0.56,none_real_fill,managed_exit_first_trigger,"target +50% of debit OR stop -50% of debit OR time stop at 7 DTE, whichever first; stop checked BEFORE target",win,2026-07-28T22:57:39.765898-04:00,actual_fill,NA_no_data,expiry,81.4,86.0,4.6,0.7268,0.7268,NA_not_implemented,NA_not_implemented,2190,0,managed_policy,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,0.56,NA_not_implemented
live:rh093e5b6f51,2026-07-24T11:33:28.209000-04:00,LONG,AAPL,bull_call_spread,B1x337.5C@2026-08-21 / S1x340C@2026-08-21,28,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,1.08,none_real_fill,realized_close,discretionary human close,win,2026-07-29T10:53:44.711000-04:00,actual_fill,NA_no_data,NA_no_data,64.0,NA_no_data,NA_no_data,0.2963,0.2963,NA_not_implemented,NA_not_implemented,7160,5,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,1.08,NA_not_implemented
live:310035ab1eaf,2026-07-24T11:00:00-04:00,0DTE,TSLA,bear_put_spread,B1x310P@2026-07-24 / S1x295P@2026-07-24,0,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,0.83,none_real_fill,managed_exit_first_trigger,"target +50% of debit OR stop -50% of debit OR time stop at 7 DTE, whichever first; stop checked BEFORE target",loss,2026-07-28T22:57:39.765898-04:00,actual_fill,NA_no_data,expiry,-86.6,-83.0,3.6,-1.0434,-1.0434,NA_not_implemented,NA_not_implemented,6478,0,managed_policy,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,0.83,NA_not_implemented
live:48440cd280db,2026-07-24T11:00:00-04:00,LONG,INTC,bear_put_spread,B1x92.5P@2026-08-21 / S1x90P@2026-08-21,28,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,1.03,none_real_fill,realized_close,discretionary human close,win,2026-07-28T09:43:04.312000-04:00,actual_fill,NA_no_data,NA_no_data,114.0,NA_no_data,NA_no_data,0.5534,0.5534,NA_not_implemented,NA_not_implemented,5683,4,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,1.03,NA_not_implemented
live:ffdc1b31069b,2026-07-24T09:45:32.430108-04:00,0DTE,TSLA,bear_put_spread,B1x370P@2026-07-24 / S1x365P@2026-07-24,0,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,open,actual_fill,2.45,none_real_fill,managed_exit_first_trigger,"target +50% of debit OR stop -50% of debit OR time stop at 7 DTE, whichever first; stop checked BEFORE target",win,2026-07-28T22:57:39.765898-04:00,actual_fill,NA_no_data,expiry,251.4,255.0,3.6,1.0261,1.0261,NA_not_implemented,NA_not_implemented,6552,0,managed_policy,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,2.45,NA_not_implemented
live:4344814c1ef8,2026-07-23T11:00:00-04:00,1-5DTE,JPM,bull_call_spread,B1x352.5C@2026-07-24 / S1x355C@2026-07-24,1,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,0.25,none_real_fill,managed_exit_first_trigger,"target +50% of debit OR stop -50% of debit OR time stop at 7 DTE, whichever first; stop checked BEFORE target",win,2026-07-28T22:57:39.765898-04:00,actual_fill,NA_no_data,profit_target,86.8,94.0,7.2,1.736,1.736,NA_not_implemented,NA_not_implemented,7918,1,managed_policy,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,0.25,NA_not_implemented
live:rh9957b5580c,2026-07-20T15:16:48.309000-04:00,1-5DTE,TSLA,bear_put_spread,S1x365P@2026-07-24 / B1x370P@2026-07-24,4,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,power_hour,actual_fill,2.45,none_real_fill,managed_exit_first_trigger,"target +50% of debit OR stop -50% of debit OR time stop at 7 DTE, whichever first; stop checked BEFORE target",loss,2026-07-28T22:57:39.765898-04:00,actual_fill,NA_no_data,time_stop,-73.6,-70.0,3.6,-0.3004,-0.3004,NA_not_implemented,NA_not_implemented,11981,1,managed_policy,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,2.45,NA_not_implemented
live:25d08684f04a,2026-07-17T11:00:00-04:00,LONG,NFLX,bear_put_spread,B1x66P@2026-08-14 / S1x63P@2026-08-14,28,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,0.79,none_real_fill,realized_close,discretionary human close,loss,2026-07-28T10:55:06.322000-04:00,actual_fill,NA_no_data,NA_no_data,-66.0,NA_no_data,NA_no_data,-0.8354,-0.8354,NA_not_implemented,NA_not_implemented,15835,11,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,0.79,NA_not_implemented
live:a90470f9b07a,2026-07-17T11:00:00-04:00,LONG,XLF,long_call,B1x57C@2026-08-28,42,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,1.36,none_real_fill,realized_close,discretionary human close,loss,2026-07-27T12:25:56.473000-04:00,actual_fill,NA_no_data,NA_no_data,-60.0,NA_no_data,NA_no_data,-0.2206,-0.2206,NA_not_implemented,NA_not_implemented,14486,10,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,1.36,NA_not_implemented
live:c0f401259eaa,2026-07-16T11:00:00-04:00,LONG,MSFT,bull_call_spread,B1x400C@2026-08-07 / S1x410C@2026-08-07,22,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,4.68,none_real_fill,realized_close,discretionary human close,loss,2026-07-28T11:51:16.178000-04:00,actual_fill,NA_no_data,NA_no_data,-62.0,NA_no_data,NA_no_data,-0.1325,-0.1325,NA_not_implemented,NA_not_implemented,17331,12,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,4.68,NA_not_implemented
live:3250b505ff43,2026-07-16T11:00:00-04:00,LONG,GOOGL,bull_call_spread,B1x355C@2026-07-31 / S1x365C@2026-07-31,15,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,4.35,none_real_fill,realized_close,discretionary human close,loss,2026-07-28T10:03:30.116000-04:00,actual_fill,NA_no_data,NA_no_data,-427.0,NA_no_data,NA_no_data,-0.9816,-0.9816,NA_not_implemented,NA_not_implemented,17224,12,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,4.35,NA_not_implemented
live:rh5195fa2bad,2026-07-15T09:31:14.467000-04:00,1-5DTE,NOW,long_call,B1x107C@2026-07-17,2,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,open,actual_fill,2.62,none_real_fill,managed_exit_first_trigger,"target +50% of debit OR stop -50% of debit OR time stop at 7 DTE, whichever first; stop checked BEFORE target",loss,2026-07-28T22:57:39.765898-04:00,actual_fill,NA_no_data,stop_loss,-218.3,-216.0,2.3,-0.8332,-0.8332,NA_not_implemented,NA_not_implemented,19526,1,managed_policy,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,2.62,NA_not_implemented
live:rha20c6ff00c,2026-07-14T09:55:20.324000-04:00,1-5DTE,BAC,long_call,B1x61C@2026-07-17,3,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,open,actual_fill,0.46,none_real_fill,managed_exit_first_trigger,"target +50% of debit OR stop -50% of debit OR time stop at 7 DTE, whichever first; stop checked BEFORE target",win,2026-07-28T22:57:39.765898-04:00,actual_fill,NA_no_data,profit_target,36.2,38.5,2.3,0.787,0.787,NA_not_implemented,NA_not_implemented,20942,1,managed_policy,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,0.46,NA_not_implemented
live:b0925b3e0dd3,2026-07-13T11:00:00-04:00,LONG,NVDA,bull_call_spread,B1x210C@2026-08-21 / S1x215C@2026-08-21,39,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,2.25,none_real_fill,realized_close,discretionary human close,loss,2026-07-28T10:04:51.011000-04:00,actual_fill,NA_no_data,NA_no_data,-131.0,NA_no_data,NA_no_data,-0.5822,-0.5822,NA_not_implemented,NA_not_implemented,21545,15,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,2.25,NA_not_implemented
live:6317b7e1f30b,2026-07-10T11:00:00-04:00,LONG,SOFI,bull_call_spread,B1x19C@2026-08-21 / S1x24C@2026-08-21,42,NA_no_data,7afa098,live,UNCALIBRATED,0.0,NA_no_data,NA_no_data,NA_no_data,0.0,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,morning,actual_fill,1.26,none_real_fill,realized_close,discretionary human close,loss,2026-07-28T09:46:27.867000-04:00,actual_fill,NA_no_data,NA_no_data,-196.0,NA_no_data,NA_no_data,-0.7778,-0.7778,NA_not_implemented,NA_not_implemented,25846,18,live_close,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_not_implemented,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,NA_no_data,live,1.26,NA_not_implemented
